date,home_team,away_team,home_points,away_points,home_moneyline,away_moneyline,spread_close
2010-12-08,Cleveland Cavaliers,Chicago Bulls,83,88,280.0,-340.0,7.5
2010-12-08,New York Knicks,Toronto Raptors,113,110,-300.0,250.0,-7.0
2010-12-08,Milwaukee Bucks,Indiana Pacers,97,95,-130.0,110.0,-2.0
2010-12-08,Minnesota Timberwolves,Oklahoma City Thunder,103,111,190.0,-230.0,5.0
2010-12-08,New Orleans Hornets,Detroit Pistons,93,74,-600.0,450.0,-10.0
2010-12-08,San Antonio Spurs,Golden State Warriors,111,94,-700.0,500.0,-10.0
2010-12-08,Phoenix Suns,Memphis Grizzlies,98,104,-175.0,155.0,-4.0
2010-12-08,Utah Jazz,Miami Heat,98,111,-120.0,100.0,-1.0
2010-12-08,Sacramento Kings,Washington Wizards,116,91,-185.0,165.0,-4.5
2010-12-08,Los Angeles Clippers,Los Angeles Lakers,86,87,310.0,-380.0,8.0
2010-12-09,Philadelphia 76ers,Boston Celtics,101,102,180.0,-220.0,5.5
2010-12-09,Dallas Mavericks,New Jersey Nets,102,89,-700.0,500.0,-9.5
2010-12-09,Portland Trail Blazers,Orlando Magic,97,83,120.0,-140.0,2.5
2010-12-10,Indiana Pacers,Charlotte Bobcats,100,92,-280.0,240.0,-6.5
2010-12-10,Toronto Raptors,Denver Nuggets,116,123,115.0,-135.0,1.0
2010-12-10,Washington Wizards,New York Knicks,95,101,130.0,-150.0,3.0
2010-12-10,Chicago Bulls,Los Angeles Lakers,88,84,110.0,-130.0,2.0
2010-12-10,Minnesota Timberwolves,Detroit Pistons,109,99,-170.0,150.0,-4.0
2010-12-10,New Orleans Hornets,Oklahoma City Thunder,92,97,-155.0,135.0,-3.0
2010-12-10,Milwaukee Bucks,Houston Rockets,97,91,-170.0,150.0,-4.0
2010-12-10,San Antonio Spurs,Atlanta Hawks,108,92,-420.0,330.0,-8.0
2010-12-10,Phoenix Suns,Portland Trail Blazers,94,101,-200.0,170.0,-5.0
2010-12-10,Utah Jazz,Orlando Magic,117,105,-160.0,140.0,-3.0
2010-12-10,Golden State Warriors,Miami Heat,84,106,380.0,-480.0,9.5
2010-12-11,Los Angeles Clippers,Memphis Grizzlies,83,84,-110.0,-110.0,0.0
2010-12-11,Atlanta Hawks,Indiana Pacers,97,83,-165.0,145.0,-3.5
2010-12-11,Charlotte Bobcats,Boston Celtics,62,93,250.0,-300.0,7.5
2010-12-11,Detroit Pistons,Toronto Raptors,116,120,-135.0,115.0,-2.0
2010-12-11,Chicago Bulls,Minnesota Timberwolves,113,82,-650.0,500.0,-10.0
2010-12-11,Dallas Mavericks,Utah Jazz,103,97,-250.0,210.0,-6.0
2010-12-11,Houston Rockets,Cleveland Cavaliers,110,95,-450.0,350.0,-8.0
2010-12-11,Sacramento Kings,Miami Heat,83,104,500.0,-650.0,10.0
2010-12-12,New York Knicks,Denver Nuggets,129,125,-140.0,120.0,-2.5
2010-12-12,Philadelphia 76ers,New Orleans Hornets,88,70,-105.0,-115.0,1.0
2010-12-12,New Jersey Nets,Los Angeles Lakers,92,99,350.0,-450.0,8.5
2010-12-12,Oklahoma City Thunder,Cleveland Cavaliers,106,77,-1500.0,950.0,-13.0
2010-12-12,San Antonio Spurs,Portland Trail Blazers,95,78,-340.0,280.0,-7.5
2010-12-12,Los Angeles Clippers,Orlando Magic,85,94,310.0,-380.0,7.5
2010-12-13,Miami Heat,New Orleans Hornets,96,84,-950.0,675.0,-12.0
2010-12-13,Chicago Bulls,Indiana Pacers,92,73,-500.0,400.0,-9.0
2010-12-13,Memphis Grizzlies,Portland Trail Blazers,86,73,-160.0,140.0,-3.5
2010-12-13,Dallas Mavericks,Milwaukee Bucks,99,103,-360.0,300.0,-7.5
2010-12-13,Utah Jazz,Golden State Warriors,108,95,-800.0,600.0,-11.5
2010-12-14,Charlotte Bobcats,Toronto Raptors,97,91,-220.0,180.0,-4.5
2010-12-14,New Jersey Nets,Philadelphia 76ers,77,82,105.0,-125.0,1.5
2010-12-14,Washington Wizards,Los Angeles Lakers,89,103,650.0,-900.0,10.0
2010-12-14,Detroit Pistons,Atlanta Hawks,103,80,170.0,-200.0,4.0
2010-12-14,Houston Rockets,Sacramento Kings,118,105,-550.0,425.0,-9.5
2010-12-14,Denver Nuggets,Orlando Magic,111,94,110.0,-130.0,2.0
2010-12-14,Golden State Warriors,Minnesota Timberwolves,108,99,-160.0,140.0,-3.5
2010-12-15,Indiana Pacers,Los Angeles Lakers,94,109,161.0,-177.0,4.0
2010-12-15,New York Knicks,Boston Celtics,116,118,164.0,-181.0,4.0
2010-12-15,Philadelphia 76ers,Los Angeles Clippers,105,91,-229.0,201.0,-5.5
2010-12-15,Toronto Raptors,Chicago Bulls,93,110,206.0,-234.0,6.5
2010-12-15,Miami Heat,Cleveland Cavaliers,101,95,-4625.0,2875.0,-16.5
2010-12-15,Memphis Grizzlies,Charlotte Bobcats,113,80,-398.0,342.0,-8.5
2010-12-15,New Orleans Hornets,Sacramento Kings,94,91,-624.0,501.0,-10.0
2010-12-15,Oklahoma City Thunder,Houston Rockets,117,105,-346.0,304.0,-8.0
2010-12-15,San Antonio Spurs,Milwaukee Bucks,92,90,-461.0,394.0,-9.0
2010-12-15,Phoenix Suns,Minnesota Timberwolves,128,122,-670.0,530.0,-10.0
2010-12-15,Dallas Mavericks,Portland Trail Blazers,103,98,-279.0,249.0,-7.0
2010-12-16,New Jersey Nets,Washington Wizards,97,89,-275.0,225.0,-6.5
2010-12-16,Boston Celtics,Atlanta Hawks,102,90,-360.0,280.0,-7.5
2010-12-16,Denver Nuggets,San Antonio Spurs,112,113,-115.0,-105.0,-0.0
2010-12-17,Indiana Pacers,Cleveland Cavaliers,108,99,-450.0,350.0,-9.0
2010-12-17,New York Knicks,Miami Heat,91,113,175.0,-210.0,5.0
2010-12-17,Philadelphia 76ers,Los Angeles Lakers,81,93,200.0,-240.0,5.5
2010-12-17,Toronto Raptors,New Jersey Nets,98,92,-240.0,200.0,-5.5
2010-12-17,Atlanta Hawks,Charlotte Bobcats,90,85,-320.0,260.0,-7.0
2010-12-17,Detroit Pistons,Los Angeles Clippers,88,109,-150.0,130.0,-3.0
2010-12-17,New Orleans Hornets,Utah Jazz,100,71,105.0,-125.0,1.5
2010-12-17,Oklahoma City Thunder,Sacramento Kings,102,87,-1000.0,700.0,-11.5
2010-12-17,Houston Rockets,Memphis Grizzlies,103,87,-140.0,120.0,-2.5
2010-12-17,Dallas Mavericks,Phoenix Suns,106,91,-340.0,280.0,-7.0
2010-12-17,Portland Trail Blazers,Minnesota Timberwolves,107,102,-475.0,375.0,-8.5
2010-12-18,Orlando Magic,Philadelphia 76ers,89,97,-300.0,250.0,-6.5
2010-12-18,Washington Wizards,Miami Heat,94,95,1000.0,-1500.0,12.0
2010-12-18,Cleveland Cavaliers,New York Knicks,109,102,190.0,-230.0,5.0
2010-12-18,Chicago Bulls,Los Angeles Clippers,99,100,-550.0,425.0,-8.5
2010-12-18,Milwaukee Bucks,Utah Jazz,86,95,-125.0,105.0,-1.5
2010-12-18,San Antonio Spurs,Memphis Grizzlies,112,106,-1000.0,700.0,-11.5
2010-12-18,Denver Nuggets,Minnesota Timberwolves,115,113,-820.0,620.0,-10.5
2010-12-18,Portland Trail Blazers,Golden State Warriors,96,95,-230.0,190.0,-5.5
2010-12-19,Boston Celtics,Indiana Pacers,99,88,-500.0,400.0,-7.5
2010-12-19,New Jersey Nets,Atlanta Hawks,89,82,145.0,-165.0,3.0
2010-12-19,Toronto Raptors,Los Angeles Lakers,110,120,315.0,-385.0,8.0
2010-12-19,Detroit Pistons,New Orleans Hornets,111,108,175.0,-210.0,5.0
2010-12-19,Sacramento Kings,Houston Rockets,93,102,145.0,-165.0,3.5
2010-12-19,Oklahoma City Thunder,Phoenix Suns,110,113,-650.0,500.0,-9.5
2010-12-20,Atlanta Hawks,Orlando Magic,91,81,130.0,-150.0,3.0
2010-12-20,Cleveland Cavaliers,Utah Jazz,90,101,240.0,-280.0,6.5
2010-12-20,Indiana Pacers,New Orleans Hornets,94,93,-165.0,145.0,-3.5
2010-12-20,Washington Wizards,Charlotte Bobcats,108,75,-155.0,135.0,-3.0
2010-12-20,Miami Heat,Dallas Mavericks,96,98,-300.0,250.0,-6.5
2010-12-20,San Antonio Spurs,Phoenix Suns,118,110,-850.0,625.0,-11.0
2010-12-20,Portland Trail Blazers,Milwaukee Bucks,106,80,-155.0,135.0,-3.0
2010-12-20,Golden State Warriors,Houston Rockets,112,121,120.0,-140.0,2.5
2010-12-20,Los Angeles Clippers,Minnesota Timberwolves,113,90,-220.0,180.0,-5.0
2010-12-21,Charlotte Bobcats,Oklahoma City Thunder,81,99,250.0,-300.0,7.0
2010-12-21,Orlando Magic,Dallas Mavericks,99,105,-145.0,125.0,-2.5
2010-12-21,Chicago Bulls,Philadelphia 76ers,121,76,-230.0,190.0,-5.0
2010-12-21,Memphis Grizzlies,New Jersey Nets,94,101,-270.0,230.0,-7.0
2010-12-21,Sacramento Kings,Golden State Warriors,109,117,-155.0,135.0,-3.0
2010-12-21,Los Angeles Lakers,Milwaukee Bucks,79,98,-1250.0,850.0,-12.0
2010-12-22,Atlanta Hawks,Cleveland Cavaliers,98,84,-550.0,425.0,-9.5
2010-12-22,Toronto Raptors,Detroit Pistons,93,115,-210.0,175.0,-5.0
2010-12-22,Washington Wizards,Chicago Bulls,80,87,145.0,-165.0,3.5
2010-12-22,Boston Celtics,Philadelphia 76ers,84,80,-450.0,350.0,-9.0
2010-12-22,New York Knicks,Oklahoma City Thunder,112,98,-120.0,100.0,-1.5
2010-12-22,Minnesota Timberwolves,Utah Jazz,107,112,220.0,-260.0,6.0
2010-12-22,New Orleans Hornets,New Jersey Nets,105,91,-470.0,370.0,-8.5
2010-12-22,San Antonio Spurs,Denver Nuggets,109,103,-375.0,305.0,-8.0
2010-12-22,Los Angeles Clippers,Houston Rockets,92,97,-120.0,100.0,-1.0
2010-12-23,Orlando Magic,San Antonio Spurs,123,101,-130.0,110.0,-2.0
2010-12-23,Sacramento Kings,Milwaukee Bucks,79,84,115.0,-135.0,2.5
2010-12-23,Phoenix Suns,Miami Heat,83,95,190.0,-230.0,5.0
2010-12-25,New York Knicks,Chicago Bulls,103,95,-140.0,120.0,-2.5
2010-12-25,Orlando Magic,Boston Celtics,86,78,-140.0,120.0,-2.5
2010-12-25,Los Angeles Lakers,Miami Heat,80,96,-170.0,150.0,-3.5
2010-12-25,Oklahoma City Thunder,Denver Nuggets,114,106,-270.0,230.0,-6.5
2010-12-25,Golden State Warriors,Portland Trail Blazers,109,102,-150.0,130.0,-3.0
2010-12-26,Los Angeles Clippers,Phoenix Suns,108,103,-110.0,-110.0,0.0
2010-12-26,Cleveland Cavaliers,Minnesota Timberwolves,97,98,-135.0,115.0,-2.0
2010-12-26,Detroit Pistons,Chicago Bulls,92,95,175.0,-215.0,4.5
2010-12-26,Indiana Pacers,Memphis Grizzlies,90,104,-210.0,175.0,-4.5
2010-12-26,New Orleans Hornets,Atlanta Hawks,93,86,-170.0,145.0,-3.5
2010-12-26,San Antonio Spurs,Washington Wizards,94,80,-1700.0,1000.0,-13.5
2010-12-26,Denver Nuggets,Philadelphia 76ers,89,95,-185.0,155.0,-3.5
2010-12-27,Charlotte Bobcats,Detroit Pistons,105,100,-240.0,200.0,-5.5
2010-12-27,New Jersey Nets,Orlando Magic,88,104,230.0,-270.0,6.5
2010-12-27,Memphis Grizzlies,Toronto Raptors,96,85,-275.0,235.0,-6.5
2010-12-27,Milwaukee Bucks,Atlanta Hawks,80,95,-135.0,115.0,-2.0
2010-12-27,Minnesota Timberwolves,New Orleans Hornets,113,98,155.0,-175.0,4.0
2010-12-27,Oklahoma City Thunder,Dallas Mavericks,93,103,-135.0,115.0,-1.5
2010-12-27,Houston Rockets,Washington Wizards,100,93,-550.0,425.0,-9.5
2010-12-27,Utah Jazz,Portland Trail Blazers,91,96,-370.0,305.0,-7.5
2010-12-27,Sacramento Kings,Los Angeles Clippers,99,100,-104.0,-106.0,1.0
2010-12-27,Golden State Warriors,Philadelphia 76ers,110,95,-170.0,150.0,-4.0
2010-12-28,Cleveland Cavaliers,Orlando Magic,95,110,310.0,-380.0,7.5
2010-12-28,Indiana Pacers,Boston Celtics,83,95,195.0,-235.0,5.5
2010-12-28,Miami Heat,New York Knicks,106,98,-475.0,375.0,-8.5
2010-12-28,Chicago Bulls,Milwaukee Bucks,90,77,-500.0,400.0,-9.0
2010-12-28,Dallas Mavericks,Toronto Raptors,76,84,-700.0,500.0,-10.0
2010-12-28,San Antonio Spurs,Los Angeles Lakers,97,82,-160.0,140.0,-3.0
2010-12-28,Denver Nuggets,Portland Trail Blazers,95,77,-320.0,260.0,-7.0
2010-12-29,Atlanta Hawks,Golden State Warriors,103,93,-330.0,270.0,-7.5
2010-12-29,Charlotte Bobcats,Cleveland Cavaliers,101,92,-330.0,270.0,-7.5
2010-12-29,Washington Wizards,Indiana Pacers,104,90,-150.0,130.0,-2.5
2010-12-29,Detroit Pistons,Boston Celtics,104,92,220.0,-260.0,6.5
2010-12-29,Minnesota Timberwolves,Denver Nuggets,113,119,-145.0,125.0,-3.0
2010-12-29,New Orleans Hornets,Los Angeles Lakers,88,103,135.0,-155.0,3.0
2010-12-29,Oklahoma City Thunder,New Jersey Nets,114,93,-475.0,375.0,-9.0
2010-12-29,Houston Rockets,Miami Heat,119,125,190.0,-230.0,5.0
2010-12-29,Phoenix Suns,Philadelphia 76ers,110,123,-245.0,205.0,-6.0
2010-12-29,Sacramento Kings,Memphis Grizzlies,100,98,170.0,-200.0,4.0
2010-12-29,Los Angeles Clippers,Utah Jazz,95,103,105.0,-125.0,2.0
2010-12-30,Orlando Magic,New York Knicks,112,103,-360.0,300.0,-7.5
2010-12-30,Dallas Mavericks,San Antonio Spurs,93,99,145.0,-165.0,4.0
2010-12-30,Portland Trail Blazers,Utah Jazz,100,89,-115.0,-105.0,-1.0
2010-12-31,Boston Celtics,New Orleans Hornets,81,83,-220.0,180.0,-5.0
2010-12-31,Charlotte Bobcats,Golden State Warriors,95,96,-170.0,150.0,-4.0
2010-12-31,Indiana Pacers,Washington Wizards,95,86,-255.0,215.0,-6.5
2010-12-31,Chicago Bulls,New Jersey Nets,90,81,-650.0,500.0,-10.5
2010-12-31,Houston Rockets,Toronto Raptors,114,105,-450.0,350.0,-9.0
2010-12-31,Oklahoma City Thunder,Atlanta Hawks,103,94,-230.0,190.0,-5.0
2010-12-31,Phoenix Suns,Detroit Pistons,92,75,-300.0,250.0,-7.0
2010-12-31,Los Angeles Lakers,Philadelphia 76ers,102,98,-650.0,500.0,-10.0
2011-01-01,Washington Wizards,New Orleans Hornets,81,92,100.0,-120.0,1.0
2011-01-01,Chicago Bulls,Cleveland Cavaliers,100,91,-1700.0,1000.0,-13.0
2011-01-01,Miami Heat,Golden State Warriors,114,107,-1200.0,800.0,-12.0
2011-01-01,Minnesota Timberwolves,New Jersey Nets,103,88,-230.0,190.0,-5.5
2011-01-01,San Antonio Spurs,Oklahoma City Thunder,101,74,-350.0,290.0,-6.5
2011-01-01,Milwaukee Bucks,Dallas Mavericks,99,87,110.0,-130.0,2.0
2011-01-01,Denver Nuggets,Sacramento Kings,104,86,-900.0,650.0,-11.0
2011-01-01,Utah Jazz,Memphis Grizzlies,98,92,-300.0,250.0,-7.5
2011-01-02,New York Knicks,Indiana Pacers,98,92,-300.0,250.0,-7.0
2011-01-02,Los Angeles Clippers,Atlanta Hawks,98,107,110.0,-130.0,2.0
2011-01-02,Toronto Raptors,Boston Celtics,79,93,205.0,-245.0,6.0
2011-01-02,Cleveland Cavaliers,Dallas Mavericks,95,104,190.0,-230.0,5.0
2011-01-02,Portland Trail Blazers,Houston Rockets,100,85,-170.0,150.0,-3.5
2011-01-02,Sacramento Kings,Phoenix Suns,94,89,190.0,-230.0,5.0
2011-01-02,Los Angeles Lakers,Memphis Grizzlies,85,104,-625.0,475.0,-9.0
2011-01-03,Charlotte Bobcats,Miami Heat,82,96,425.0,-550.0,9.5
2011-01-03,Orlando Magic,Golden State Warriors,110,90,-800.0,600.0,-11.0
2011-01-03,Boston Celtics,Minnesota Timberwolves,96,93,-425.0,350.0,-8.0
2011-01-03,New Orleans Hornets,Philadelphia 76ers,84,77,-260.0,220.0,-6.0
2011-01-03,Denver Nuggets,Houston Rockets,113,106,-320.0,260.0,-7.0
2011-01-03,Utah Jazz,Detroit Pistons,102,97,-500.0,400.0,-9.0
2011-01-04,Miami Heat,Milwaukee Bucks,101,89,-700.0,500.0,-9.5
2011-01-04,New York Knicks,San Antonio Spurs,128,115,200.0,-250.0,5.5
2011-01-04,Chicago Bulls,Toronto Raptors,111,91,-525.0,400.0,-9.5
2011-01-04,Memphis Grizzlies,Oklahoma City Thunder,110,105,110.0,-130.0,1.5
2011-01-04,Dallas Mavericks,Portland Trail Blazers,84,81,-145.0,125.0,-2.5
2011-01-04,Sacramento Kings,Atlanta Hawks,102,108,185.0,-225.0,5.0
2011-01-04,Los Angeles Lakers,Detroit Pistons,108,83,-1405.0,805.0,-12.0
2011-01-05,Cleveland Cavaliers,Toronto Raptors,105,120,-130.0,110.0,-2.5
2011-01-05,New Jersey Nets,Chicago Bulls,96,94,195.0,-240.0,5.0
2011-01-05,Orlando Magic,Milwaukee Bucks,97,87,-1200.0,800.0,-12.0
2011-01-05,Philadelphia 76ers,Washington Wizards,109,97,-300.0,240.0,-6.5
2011-01-05,Boston Celtics,San Antonio Spurs,105,103,-135.0,115.0,-2.5
2011-01-05,Minnesota Timberwolves,Charlotte Bobcats,105,108,-340.0,270.0,-8.0
2011-01-05,New Orleans Hornets,Golden State Warriors,103,110,-295.0,235.0,-6.0
2011-01-05,Houston Rockets,Portland Trail Blazers,100,103,-210.0,175.0,-5.0
2011-01-05,Utah Jazz,Atlanta Hawks,87,110,-250.0,200.0,-5.5
2011-01-05,Phoenix Suns,Los Angeles Lakers,95,99,175.0,-215.0,4.5
2011-01-05,Los Angeles Clippers,Denver Nuggets,106,93,125.0,-145.0,3.0
2011-01-06,Dallas Mavericks,Oklahoma City Thunder,95,99,135.0,-155.0,3.0
2011-01-06,Sacramento Kings,Denver Nuggets,122,102,180.0,-220.0,5.0
2011-01-07,Indiana Pacers,San Antonio Spurs,87,90,185.0,-225.0,5.0
2011-01-07,Philadelphia 76ers,Chicago Bulls,105,99,100.0,-120.0,2.5
2011-01-07,Washington Wizards,New Jersey Nets,97,77,-210.0,175.0,-4.5
2011-01-07,Boston Celtics,Toronto Raptors,122,102,-600.0,450.0,-9.0
2011-01-07,Orlando Magic,Houston Rockets,110,95,-550.0,425.0,-9.0
2011-01-07,Memphis Grizzlies,Utah Jazz,110,99,-130.0,110.0,-2.0
2011-01-07,Minnesota Timberwolves,Portland Trail Blazers,98,108,120.0,-140.0,2.5
2011-01-07,Milwaukee Bucks,Miami Heat,95,101,235.0,-275.0,7.5
2011-01-07,Phoenix Suns,New York Knicks,96,121,-135.0,115.0,-2.5
2011-01-07,Golden State Warriors,Cleveland Cavaliers,116,98,-700.0,500.0,-10.5
2011-01-07,Los Angeles Lakers,New Orleans Hornets,101,97,-380.0,310.0,-7.5
2011-01-08,Atlanta Hawks,Indiana Pacers,108,93,-325.0,265.0,-7.0
2011-01-08,Charlotte Bobcats,Washington Wizards,104,89,-165.0,145.0,-3.5
2011-01-08,New Jersey Nets,Milwaukee Bucks,92,115,-120.0,100.0,-0.0
2011-01-08,Detroit Pistons,Philadelphia 76ers,112,109,-125.0,105.0,-1.5
2011-01-08,Chicago Bulls,Boston Celtics,90,79,-140.0,120.0,-2.0
2011-01-08,Oklahoma City Thunder,Memphis Grizzlies,109,100,-300.0,250.0,-6.5
2011-01-08,Dallas Mavericks,Orlando Magic,107,117,215.0,-255.0,6.0
2011-01-08,Houston Rockets,Utah Jazz,99,103,-110.0,-110.0,0.0
2011-01-09,Toronto Raptors,Sacramento Kings,118,112,-300.0,240.0,-6.5
2011-01-09,Los Angeles Clippers,Golden State Warriors,105,91,-185.0,155.0,-4.0
2011-01-09,San Antonio Spurs,Minnesota Timberwolves,94,91,-1060.0,710.0,-11.5
2011-01-09,Phoenix Suns,Cleveland Cavaliers,108,100,-850.0,600.0,-10.5
2011-01-09,Denver Nuggets,New Orleans Hornets,87,96,-225.0,185.0,-5.0
2011-01-09,Portland Trail Blazers,Miami Heat,100,107,195.0,-245.0,5.0
2011-01-09,Los Angeles Lakers,New York Knicks,109,87,-300.0,240.0,-6.5
2011-01-10,Charlotte Bobcats,Memphis Grizzlies,96,82,130.0,-150.0,3.5
2011-01-10,Boston Celtics,Houston Rockets,102,108,-500.0,400.0,-9.5
2011-01-10,Chicago Bulls,Detroit Pistons,95,82,-600.0,450.0,-10.0
2011-03-15,Atlanta Hawks,Milwaukee Bucks,110,85,-220.0,180.0,-5.0
2011-01-11,Philadelphia 76ers,Indiana Pacers,103,111,-230.0,190.0,-6.0
2011-01-11,Washington Wizards,Sacramento Kings,136,133,-300.0,240.0,-7.0
2011-01-11,Minnesota Timberwolves,San Antonio Spurs,96,107,225.0,-275.0,6.5
2011-01-11,Denver Nuggets,Phoenix Suns,132,98,-195.0,165.0,-4.5
2011-01-11,Portland Trail Blazers,New York Knicks,86,100,-180.0,150.0,-4.5
2011-01-11,Los Angeles Lakers,Cleveland Cavaliers,112,57,-4400.0,1550.0,-16.0
2011-01-12,Charlotte Bobcats,Chicago Bulls,96,91,130.0,-150.0,3.0
2011-01-12,Indiana Pacers,Dallas Mavericks,102,89,-130.0,110.0,-2.0
2011-01-12,Toronto Raptors,Atlanta Hawks,101,104,150.0,-170.0,4.0
2011-01-12,Boston Celtics,Sacramento Kings,119,95,-1500.0,1000.0,-13.0
2011-01-12,Detroit Pistons,Memphis Grizzlies,99,107,135.0,-155.0,3.0
2011-01-12,Milwaukee Bucks,San Antonio Spurs,84,91,135.0,-155.0,3.0
2011-01-12,New Orleans Hornets,Orlando Magic,92,89,135.0,-155.0,3.0
2011-01-12,Houston Rockets,Oklahoma City Thunder,112,118,135.0,-155.0,3.0
2011-01-12,Phoenix Suns,New Jersey Nets,118,109,-230.0,190.0,-5.5
2011-01-12,Utah Jazz,New York Knicks,131,125,-300.0,250.0,-7.0
2011-01-12,Golden State Warriors,Los Angeles Lakers,110,115,210.0,-250.0,6.0
2011-01-12,Los Angeles Clippers,Miami Heat,111,105,260.0,-320.0,7.0
2011-01-13,Minnesota Timberwolves,Washington Wizards,109,97,-190.0,165.0,-4.5
2011-01-13,Oklahoma City Thunder,Orlando Magic,125,124,105.0,-116.0,1.5
2011-01-13,Denver Nuggets,Miami Heat,130,102,-130.0,110.0,-2.0
2011-01-14,Indiana Pacers,Chicago Bulls,86,99,100.0,-120.0,0.0
2011-01-14,Philadelphia 76ers,Milwaukee Bucks,95,94,-225.0,185.0,-4.5
2011-01-14,Toronto Raptors,Detroit Pistons,95,101,-240.0,195.0,-5.5
2011-01-14,Boston Celtics,Charlotte Bobcats,99,94,-470.0,360.0,-8.0
2011-01-14,New York Knicks,Sacramento Kings,83,93,-510.0,385.0,-9.0
2011-01-14,San Antonio Spurs,Dallas Mavericks,101,89,-680.0,480.0,-9.5
2011-01-14,Houston Rockets,New Orleans Hornets,105,110,-130.0,110.0,-2.0
2011-01-14,Utah Jazz,Cleveland Cavaliers,121,99,-3300.0,1500.0,-14.5
2011-01-14,Phoenix Suns,Portland Trail Blazers,115,111,100.0,-120.0,2.0
2011-01-14,Golden State Warriors,Los Angeles Clippers,122,112,-160.0,135.0,-3.0
2011-01-14,Los Angeles Lakers,New Jersey Nets,100,88,-2000.0,1100.0,-13.5
2011-01-15,Atlanta Hawks,Houston Rockets,106,112,-440.0,350.0,-8.5
2011-01-15,Charlotte Bobcats,New Orleans Hornets,81,88,-160.0,140.0,-3.5
2011-01-15,Washington Wizards,Toronto Raptors,98,95,-210.0,175.0,-5.5
2011-01-15,Detroit Pistons,Sacramento Kings,110,106,-210.0,175.0,-4.5
2011-01-15,Chicago Bulls,Miami Heat,99,96,-145.0,125.0,-2.5
2011-01-15,Memphis Grizzlies,Dallas Mavericks,89,70,-190.0,165.0,-4.0
2011-01-15,Minnesota Timberwolves,Orlando Magic,99,108,315.0,-380.0,8.0
2011-01-15,Denver Nuggets,Cleveland Cavaliers,127,99,-4500.0,2250.0,-17.0
2011-01-15,Portland Trail Blazers,New Jersey Nets,96,89,-550.0,425.0,-9.5
2011-01-16,Los Angeles Clippers,Los Angeles Lakers,99,92,200.0,-240.0,5.5
2011-01-16,San Antonio Spurs,Denver Nuggets,110,97,-300.0,250.0,-6.5
2011-01-17,New York Knicks,Phoenix Suns,121,129,-270.0,230.0,-6.5
2011-01-17,Washington Wizards,Utah Jazz,108,101,170.0,-200.0,5.0
2011-01-17,Memphis Grizzlies,Chicago Bulls,84,96,-210.0,175.0,-5.0
2011-01-17,Philadelphia 76ers,Charlotte Bobcats,96,92,-230.0,190.0,-5.5
2011-01-17,Houston Rockets,Milwaukee Bucks,93,84,-210.0,175.0,-5.0
2011-01-17,New Orleans Hornets,Toronto Raptors,85,81,-450.0,350.0,-9.0
2011-01-17,Detroit Pistons,Dallas Mavericks,103,89,160.0,-180.0,4.5
2011-01-17,Los Angeles Clippers,Indiana Pacers,114,107,-165.0,145.0,-3.5
2011-01-17,Atlanta Hawks,Sacramento Kings,100,98,-550.0,425.0,-9.5
2011-01-17,Golden State Warriors,New Jersey Nets,109,100,-320.0,260.0,-7.0
2011-01-17,Boston Celtics,Orlando Magic,109,106,-155.0,135.0,-3.0
2011-01-17,Portland Trail Blazers,Minnesota Timberwolves,113,102,-360.0,300.0,-7.5
2011-01-17,Los Angeles Lakers,Oklahoma City Thunder,101,94,-210.0,175.0,-5.0
2011-01-18,Miami Heat,Atlanta Hawks,89,93,-240.0,200.0,-5.5
2011-01-18,Chicago Bulls,Charlotte Bobcats,82,83,-390.0,315.0,-8.0
2011-01-19,Cleveland Cavaliers,Phoenix Suns,98,106,275.0,-335.0,7.0
2011-01-19,New Jersey Nets,Utah Jazz,103,95,240.0,-285.0,6.5
2011-01-19,Orlando Magic,Philadelphia 76ers,99,98,-525.0,400.0,-9.0
2011-01-19,Boston Celtics,Detroit Pistons,86,82,-1100.0,750.0,-12.0
2011-01-19,Milwaukee Bucks,Washington Wizards,100,87,-260.0,220.0,-6.0
2011-01-19,New Orleans Hornets,Memphis Grizzlies,103,102,-165.0,145.0,-3.5
2011-01-19,Houston Rockets,New York Knicks,104,89,-135.0,115.0,-2.5
2011-01-19,San Antonio Spurs,Toronto Raptors,104,95,-1200.0,800.0,-12.5
2011-01-19,Dallas Mavericks,Los Angeles Lakers,109,100,140.0,-160.0,3.0
2011-01-19,Denver Nuggets,Oklahoma City Thunder,112,107,-165.0,145.0,-3.5
2011-01-19,Sacramento Kings,Portland Trail Blazers,90,94,105.0,-125.0,1.5
2011-01-19,Golden State Warriors,Indiana Pacers,110,108,-225.0,185.0,-5.0
2011-01-19,Los Angeles Clippers,Minnesota Timberwolves,126,111,-300.0,250.0,-6.5
2011-01-20,Charlotte Bobcats,Philadelphia 76ers,100,97,-190.0,165.0,-4.5
2011-01-20,Chicago Bulls,Dallas Mavericks,82,77,-160.0,140.0,-3.5
2011-01-20,Portland Trail Blazers,Los Angeles Clippers,108,93,-145.0,125.0,-3.0
2011-01-21,New Jersey Nets,Detroit Pistons,89,74,-130.0,110.0,-2.0
2011-01-21,Orlando Magic,Toronto Raptors,112,72,-1500.0,950.0,-12.5
2011-01-21,Atlanta Hawks,New Orleans Hornets,59,100,-180.0,160.0,-4.0
2011-01-21,Boston Celtics,Utah Jazz,110,86,-255.0,215.0,-6.0
2011-01-21,Cleveland Cavaliers,Milwaukee Bucks,88,102,245.0,-290.0,6.5
